include_mode	cohort	organism	year	snapshot_id	phenotype_file	viability_file	gaf_file	go_obo_file	phenotype_ontology_file	phenotype_release	go_annotation_release	go_ontology_release	phenotype_ontology_release	label_source	nonlethal_policy	mixed_label_policy	ambiguous_label_policy	retrieval_date	notes
optional	annotation_anchor	worm	2013	worm-2013-fixed2025			data/worm/gene_association/go_archive/2013/wb.gaf.gz	data/go/2013/go-simple_2013-01-01.obo.gz		Fixed 2025 PhenGO labels	GO release 2013-01-01	GO simple 2013-01-01		gene_sets	explicit_only	exclude	exclude	2026-07-22	First go-simple anchor; retained only in the fixed-label is_a series.
optional	annotation_anchor	yeast	2013	yeast-2013-fixed2025			data/yeast/gene_association/go_archive/2013/sgd.gaf.gz	data/go/2013/go-simple_2013-01-01.obo.gz		Fixed 2025 PhenGO labels	GO release 2013-01-01	GO simple 2013-01-01		gene_sets	explicit_only	exclude	exclude	2026-07-22	First go-simple anchor; retained only in the fixed-label is_a series.
optional	annotation_anchor	fish	2014	fish-2014-fixed2025			data/fish/gene_association/go_archive/2014/zfin.gaf.gz	data/go/2014/go-basic_2014-01-01.obo.gz		Fixed 2025 PhenGO labels	GO release 2014-01-01	GO basic 2014-01-01		gene_sets	explicit_only	exclude	exclude	2026-07-22	Optional fixed-label annotation-age anchor.
optional	annotation_anchor	fly	2014	fly-2014-fixed2025			data/fly/gene_association/go_archive/2014/fb.gaf.gz	data/go/2014/go-basic_2014-01-01.obo.gz		Fixed 2025 PhenGO labels	GO release 2014-01-01	GO basic 2014-01-01	FlyBase derived from GO 2014 GAF	gene_sets	explicit_only	exclude	exclude	2026-07-22	Optional fixed-label annotation-age anchor.
optional	annotation_anchor	mouse	2014	mouse-2014-fixed2025			data/mouse/gene_association/go_archive/2014/mgi.gaf.gz	data/go/2014/go-basic_2014-01-01.obo.gz		Fixed 2025 PhenGO labels	GO release 2014-01-01	GO basic 2014-01-01		gene_sets	explicit_only	exclude	exclude	2026-07-22	Optional fixed-label annotation-age anchor.
optional	annotation_anchor	worm	2014	worm-2014-fixed2025			data/worm/gene_association/go_archive/2014/wb.gaf.gz	data/go/2014/go-basic_2014-01-01.obo.gz		Fixed 2025 PhenGO labels	GO release 2014-01-01	GO basic 2014-01-01		gene_sets	explicit_only	exclude	exclude	2026-07-22	Optional fixed-label annotation-age anchor.
optional	annotation_anchor	yeast	2014	yeast-2014-fixed2025			data/yeast/gene_association/go_archive/2014/sgd.gaf.gz	data/go/2014/go-basic_2014-01-01.obo.gz		Fixed 2025 PhenGO labels	GO release 2014-01-01	GO basic 2014-01-01		gene_sets	explicit_only	exclude	exclude	2026-07-22	Optional fixed-label annotation-age anchor.
optional	annotation_anchor	yeast	2018	yeast-2018-fixed2025			data/yeast/gene_association/go_archive/2018/sgd.gaf.gz	data/go/2018/go-basic_2018-01-01.obo.gz		Fixed 2025 PhenGO labels	GO release 2018-01-01	GO basic 2018-01-01		gene_sets	explicit_only	exclude	exclude	2026-07-22	Annotation-only year fills a missing SGD phenotype interval.
optional	annotation_anchor	yeast	2019	yeast-2019-fixed2025			data/yeast/gene_association/go_archive/2019/sgd.gaf.gz	data/go/2019/go-basic_2019-01-01.obo.gz		Fixed 2025 PhenGO labels	GO release 2019-01-01	GO basic 2019-01-01		gene_sets	explicit_only	exclude	exclude	2026-07-22	Annotation-only year fills a missing SGD phenotype interval.
optional	annotation_anchor	yeast	2020	yeast-2020-fixed2025			data/yeast/gene_association/go_archive/2020/sgd.gaf.gz	data/go/2020/go-basic_2020-01-01.obo.gz		Fixed 2025 PhenGO labels	GO release 2020-01-01	GO basic 2020-01-01		gene_sets	explicit_only	exclude	exclude	2026-07-22	Annotation-only year fills a missing SGD phenotype interval.
optional	annotation_anchor	yeast	2021	yeast-2021-fixed2025			data/yeast/gene_association/go_archive/2021/sgd.gaf.gz	data/go/2021/go-basic_2021-01-01.obo.gz		Fixed 2025 PhenGO labels	GO release 2021-01-01	GO basic 2021-01-01		gene_sets	explicit_only	exclude	exclude	2026-07-22	Annotation-only year fills a missing SGD phenotype interval.
optional	annotation_anchor	yeast	2022	yeast-2022-fixed2025			data/yeast/gene_association/go_archive/2022/sgd.gaf.gz	data/go/2022/go-basic_2022-01-13.obo.gz		Fixed 2025 PhenGO labels	GO release 2022-01-01	GO basic 2022-01-13		gene_sets	explicit_only	exclude	exclude	2026-07-22	Annotation-only year fills a missing SGD phenotype interval.
optional	annotation_anchor	yeast	2023	yeast-2023-fixed2025			data/yeast/gene_association/go_archive/2023/sgd.gaf.gz	data/go/2023/go-basic_2023-01-01.obo.gz		Fixed 2025 PhenGO labels	GO release 2023-01-01	GO basic 2023-01-01		gene_sets	explicit_only	exclude	exclude	2026-07-22	Annotation-only year fills a missing SGD phenotype interval.
