data_status	track	organism	timepoint	snapshot_id	strict_snapshot	genes	lethal	viable	go_features	label_source	go_relations	go_evidence_exclude
synthetic_mock_not_results	fixed_2025_is_a	fish	2016	fish-2016-fixed_2025_is_a	True	6021	975	5046	4836	fixed_2025_gene_sets	is_a	
synthetic_mock_not_results	fixed_2025_is_a	fish	2017	fish-2017-fixed_2025_is_a	True	6040	1007	5033	5039	fixed_2025_gene_sets	is_a	
synthetic_mock_not_results	fixed_2025_is_a	fish	2018	fish-2018-fixed_2025_is_a	True	6143	1100	5043	5302	fixed_2025_gene_sets	is_a	
synthetic_mock_not_results	fixed_2025_is_a	fish	2019	fish-2019-fixed_2025_is_a	True	6339	1217	5122	5615	fixed_2025_gene_sets	is_a	
synthetic_mock_not_results	fixed_2025_is_a	fish	2020	fish-2020-fixed_2025_is_a	True	6602	1307	5295	5956	fixed_2025_gene_sets	is_a	
synthetic_mock_not_results	fixed_2025_is_a	fish	2021	fish-2021-fixed_2025_is_a	True	6882	1331	5551	6298	fixed_2025_gene_sets	is_a	
synthetic_mock_not_results	fixed_2025_is_a	fish	2022	fish-2022-fixed_2025_is_a	True	7123	1290	5833	6613	fixed_2025_gene_sets	is_a	
synthetic_mock_not_results	fixed_2025_is_a	fish	2023	fish-2023-fixed_2025_is_a	True	7284	1225	6059	6879	fixed_2025_gene_sets	is_a	
synthetic_mock_not_results	fixed_2025_is_a	fish	2024	fish-2024-fixed_2025_is_a	True	7351	1191	6160	7085	fixed_2025_gene_sets	is_a	
synthetic_mock_not_results	fixed_2025_is_a	fish	2025	fish-2025-fixed_2025_is_a	True	7345	1221	6124	7232	fixed_2025_gene_sets	is_a	
synthetic_mock_not_results	fixed_2025_is_a	fly	2010	fly-2010-fixed_2025_is_a	True	10518	2683	7835	4792	fixed_2025_gene_sets	is_a	
synthetic_mock_not_results	fixed_2025_is_a	fly	2011	fly-2011-fixed_2025_is_a	True	10684	2752	7932	4883	fixed_2025_gene_sets	is_a	
synthetic_mock_not_results	fixed_2025_is_a	fly	2012	fly-2012-fixed_2025_is_a	True	10757	2688	8069	4966	fixed_2025_gene_sets	is_a	
synthetic_mock_not_results	fixed_2025_is_a	fly	2013	fly-2013-fixed_2025_is_a	True	10754	2542	8212	5072	fixed_2025_gene_sets	is_a	
synthetic_mock_not_results	fixed_2025_is_a	fly	2014	fly-2014-fixed_2025_is_a	True	10723	2413	8310	5223	fixed_2025_gene_sets	is_a	
synthetic_mock_not_results	fixed_2025_is_a	fly	2015	fly-2015-fixed_2025_is_a	True	10719	2383	8336	5433	fixed_2025_gene_sets	is_a	
synthetic_mock_not_results	fixed_2025_is_a	fly	2016	fly-2016-fixed_2025_is_a	True	10790	2479	8311	5703	fixed_2025_gene_sets	is_a	
synthetic_mock_not_results	fixed_2025_is_a	fly	2017	fly-2017-fixed_2025_is_a	True	10954	2663	8291	6021	fixed_2025_gene_sets	is_a	
synthetic_mock_not_results	fixed_2025_is_a	fly	2018	fly-2018-fixed_2025_is_a	True	11197	2852	8345	6364	fixed_2025_gene_sets	is_a	
synthetic_mock_not_results	fixed_2025_is_a	fly	2019	fly-2019-fixed_2025_is_a	True	11478	2958	8520	6704	fixed_2025_gene_sets	is_a	
synthetic_mock_not_results	fixed_2025_is_a	fly	2020	fly-2020-fixed_2025_is_a	True	11739	2940	8799	7014	fixed_2025_gene_sets	is_a	
synthetic_mock_not_results	fixed_2025_is_a	fly	2021	fly-2021-fixed_2025_is_a	True	11932	2830	9102	7273	fixed_2025_gene_sets	is_a	
synthetic_mock_not_results	fixed_2025_is_a	fly	2022	fly-2022-fixed_2025_is_a	True	12032	2713	9319	7471	fixed_2025_gene_sets	is_a	
synthetic_mock_not_results	fixed_2025_is_a	fly	2023	fly-2023-fixed_2025_is_a	True	12048	2676	9372	7611	fixed_2025_gene_sets	is_a	
synthetic_mock_not_results	fixed_2025_is_a	fly	2024	fly-2024-fixed_2025_is_a	True	12020	2754	9266	7710	fixed_2025_gene_sets	is_a	
synthetic_mock_not_results	fixed_2025_is_a	fly	2025	fly-2025-fixed_2025_is_a	True	12002	2909	9093	7793	fixed_2025_gene_sets	is_a	
synthetic_mock_not_results	fixed_2025_is_a	mouse	2010	mouse-2010-fixed_2025_is_a	True	7436	2426	5010	5250	fixed_2025_gene_sets	is_a	
synthetic_mock_not_results	fixed_2025_is_a	mouse	2011	mouse-2011-fixed_2025_is_a	True	7456	2358	5098	5361	fixed_2025_gene_sets	is_a	
synthetic_mock_not_results	fixed_2025_is_a	mouse	2012	mouse-2012-fixed_2025_is_a	True	7429	2248	5181	5520	fixed_2025_gene_sets	is_a	
synthetic_mock_not_results	fixed_2025_is_a	mouse	2013	mouse-2013-fixed_2025_is_a	True	7409	2172	5237	5738	fixed_2025_gene_sets	is_a	
synthetic_mock_not_results	fixed_2025_is_a	mouse	2014	mouse-2014-fixed_2025_is_a	True	7449	2186	5263	6015	fixed_2025_gene_sets	is_a	
synthetic_mock_not_results	fixed_2025_is_a	mouse	2015	mouse-2015-fixed_2025_is_a	True	7579	2298	5281	6338	fixed_2025_gene_sets	is_a	
synthetic_mock_not_results	fixed_2025_is_a	mouse	2016	mouse-2016-fixed_2025_is_a	True	7798	2471	5327	6682	fixed_2025_gene_sets	is_a	
synthetic_mock_not_results	fixed_2025_is_a	mouse	2017	mouse-2017-fixed_2025_is_a	True	8071	2636	5435	7019	fixed_2025_gene_sets	is_a	
synthetic_mock_not_results	fixed_2025_is_a	mouse	2018	mouse-2018-fixed_2025_is_a	True	8346	2726	5620	7323	fixed_2025_gene_sets	is_a	
synthetic_mock_not_results	fixed_2025_is_a	mouse	2019	mouse-2019-fixed_2025_is_a	True	8567	2716	5851	7574	fixed_2025_gene_sets	is_a	
synthetic_mock_not_results	fixed_2025_is_a	mouse	2020	mouse-2020-fixed_2025_is_a	True	8702	2640	6062	7765	fixed_2025_gene_sets	is_a	
synthetic_mock_not_results	fixed_2025_is_a	mouse	2021	mouse-2021-fixed_2025_is_a	True	8745	2566	6179	7898	fixed_2025_gene_sets	is_a	
synthetic_mock_not_results	fixed_2025_is_a	mouse	2022	mouse-2022-fixed_2025_is_a	True	8727	2558	6169	7994	fixed_2025_gene_sets	is_a	
synthetic_mock_not_results	fixed_2025_is_a	mouse	2023	mouse-2023-fixed_2025_is_a	True	8699	2631	6068	8077	fixed_2025_gene_sets	is_a	
synthetic_mock_not_results	fixed_2025_is_a	mouse	2024	mouse-2024-fixed_2025_is_a	True	8716	2756	5960	8175	fixed_2025_gene_sets	is_a	
synthetic_mock_not_results	fixed_2025_is_a	mouse	2025	mouse-2025-fixed_2025_is_a	True	8818	2877	5941	8313	fixed_2025_gene_sets	is_a	
synthetic_mock_not_results	fixed_2025_is_a	worm	2010	worm-2010-fixed_2025_is_a	True	13536	2876	10660	4088	fixed_2025_gene_sets	is_a	
synthetic_mock_not_results	fixed_2025_is_a	worm	2011	worm-2011-fixed_2025_is_a	True	13507	2691	10816	4314	fixed_2025_gene_sets	is_a	
synthetic_mock_not_results	fixed_2025_is_a	worm	2012	worm-2012-fixed_2025_is_a	True	13520	2598	10922	4598	fixed_2025_gene_sets	is_a	
synthetic_mock_not_results	fixed_2025_is_a	worm	2013	worm-2013-fixed_2025_is_a	True	13616	2660	10956	4924	fixed_2025_gene_sets	is_a	
synthetic_mock_not_results	fixed_2025_is_a	worm	2014	worm-2014-fixed_2025_is_a	True	13805	2858	10947	5269	fixed_2025_gene_sets	is_a	
synthetic_mock_not_results	fixed_2025_is_a	worm	2015	worm-2015-fixed_2025_is_a	True	14064	3099	10965	5604	fixed_2025_gene_sets	is_a	
synthetic_mock_not_results	fixed_2025_is_a	worm	2016	worm-2016-fixed_2025_is_a	True	14345	3266	11079	5903	fixed_2025_gene_sets	is_a	
synthetic_mock_not_results	fixed_2025_is_a	worm	2017	worm-2017-fixed_2025_is_a	True	14591	3279	11312	6146	fixed_2025_gene_sets	is_a	
synthetic_mock_not_results	fixed_2025_is_a	worm	2018	worm-2018-fixed_2025_is_a	True	14759	3148	11611	6329	fixed_2025_gene_sets	is_a	
synthetic_mock_not_results	fixed_2025_is_a	worm	2019	worm-2019-fixed_2025_is_a	True	14834	2965	11869	6457	fixed_2025_gene_sets	is_a	
synthetic_mock_not_results	fixed_2025_is_a	worm	2020	worm-2020-fixed_2025_is_a	True	14832	2852	11980	6549	fixed_2025_gene_sets	is_a	
synthetic_mock_not_results	fixed_2025_is_a	worm	2021	worm-2021-fixed_2025_is_a	True	14801	2886	11915	6632	fixed_2025_gene_sets	is_a	
synthetic_mock_not_results	fixed_2025_is_a	worm	2022	worm-2022-fixed_2025_is_a	True	14797	3052	11745	6734	fixed_2025_gene_sets	is_a	
synthetic_mock_not_results	fixed_2025_is_a	worm	2023	worm-2023-fixed_2025_is_a	True	14865	3266	11599	6879	fixed_2025_gene_sets	is_a	
synthetic_mock_not_results	fixed_2025_is_a	worm	2024	worm-2024-fixed_2025_is_a	True	15027	3419	11608	7082	fixed_2025_gene_sets	is_a	
synthetic_mock_not_results	fixed_2025_is_a	worm	2025	worm-2025-fixed_2025_is_a	True	15269	3438	11831	7346	fixed_2025_gene_sets	is_a	
synthetic_mock_not_results	fixed_2025_is_a	yeast	2010	yeast-2010-fixed_2025_is_a	True	4503	659	3844	3364	fixed_2025_gene_sets	is_a	
synthetic_mock_not_results	fixed_2025_is_a	yeast	2011	yeast-2011-fixed_2025_is_a	True	4566	648	3918	3694	fixed_2025_gene_sets	is_a	
synthetic_mock_not_results	fixed_2025_is_a	yeast	2012	yeast-2012-fixed_2025_is_a	True	4722	699	4023	4039	fixed_2025_gene_sets	is_a	
synthetic_mock_not_results	fixed_2025_is_a	yeast	2013	yeast-2013-fixed_2025_is_a	True	4961	798	4163	4371	fixed_2025_gene_sets	is_a	
synthetic_mock_not_results	fixed_2025_is_a	yeast	2014	yeast-2014-fixed_2025_is_a	True	5240	908	4332	4663	fixed_2025_gene_sets	is_a	
synthetic_mock_not_results	fixed_2025_is_a	yeast	2015	yeast-2015-fixed_2025_is_a	True	5505	979	4526	4899	fixed_2025_gene_sets	is_a	
synthetic_mock_not_results	fixed_2025_is_a	yeast	2016	yeast-2016-fixed_2025_is_a	True	5705	982	4723	5074	fixed_2025_gene_sets	is_a	
synthetic_mock_not_results	fixed_2025_is_a	yeast	2017	yeast-2017-fixed_2025_is_a	True	5812	926	4886	5196	fixed_2025_gene_sets	is_a	
synthetic_mock_not_results	fixed_2025_is_a	yeast	2018	yeast-2018-fixed_2025_is_a	True	5834	857	4977	5286	fixed_2025_gene_sets	is_a	
synthetic_mock_not_results	fixed_2025_is_a	yeast	2019	yeast-2019-fixed_2025_is_a	True	5808	824	4984	5369	fixed_2025_gene_sets	is_a	
synthetic_mock_not_results	fixed_2025_is_a	yeast	2020	yeast-2020-fixed_2025_is_a	True	5787	853	4934	5475	fixed_2025_gene_sets	is_a	
synthetic_mock_not_results	fixed_2025_is_a	yeast	2021	yeast-2021-fixed_2025_is_a	True	5825	933	4892	5628	fixed_2025_gene_sets	is_a	
synthetic_mock_not_results	fixed_2025_is_a	yeast	2022	yeast-2022-fixed_2025_is_a	True	5953	1028	4925	5839	fixed_2025_gene_sets	is_a	
synthetic_mock_not_results	fixed_2025_is_a	yeast	2023	yeast-2023-fixed_2025_is_a	True	6170	1098	5072	6109	fixed_2025_gene_sets	is_a	
synthetic_mock_not_results	fixed_2025_is_a	yeast	2024	yeast-2024-fixed_2025_is_a	True	6443	1113	5330	6428	fixed_2025_gene_sets	is_a	
synthetic_mock_not_results	fixed_2025_is_a	yeast	2025	yeast-2025-fixed_2025_is_a	True	6718	1075	5643	6771	fixed_2025_gene_sets	is_a	
