data_status	track	organism	panel	dataset	year	model	n_folds	n_repeats	average_precision_mean	average_precision_sd	average_precision_ci95_low	average_precision_ci95_high	mcc_mean	balanced_accuracy_mean	lethal_f1_mean	fit_warnings
synthetic_mock_not_results	primary	fly	full	fly-2019	2019	nn	5	5	0.6569	0.0155	0.6229	0.6909	0.3719	0.6626	0.5619	0
synthetic_mock_not_results	primary	fly	matched_both	fly-2019	2019	dt	5	5	0.6162	0.0118	0.5902	0.6422	0.3312	0.6411	0.5212	0
synthetic_mock_not_results	primary	fly	matched_both	fly-2019	2019	rf	5	5	0.6905	0.0136	0.6605	0.7205	0.4055	0.6805	0.5955	0
synthetic_mock_not_results	primary	fly	matched_both	fly-2019	2019	gb	5	5	0.6744	0.0155	0.6404	0.7084	0.3894	0.6719	0.5794	0
synthetic_mock_not_results	primary	fly	matched_both	fly-2019	2019	lr	5	5	0.6533	0.0118	0.6273	0.6793	0.3683	0.6608	0.5583	0
synthetic_mock_not_results	primary	fly	matched_both	fly-2019	2019	svm	5	5	0.6655	0.0136	0.6355	0.6955	0.3805	0.6672	0.5705	0
synthetic_mock_not_results	primary	fly	matched_both	fly-2019	2019	nn	5	5	0.6789	0.0155	0.6449	0.7129	0.3939	0.6743	0.5839	0
synthetic_mock_not_results	primary	fly	full	fly-2020	2020	dt	5	5	0.5770	0.0136	0.5470	0.6070	0.2920	0.6203	0.4820	0
synthetic_mock_not_results	primary	fly	full	fly-2020	2020	rf	5	5	0.6591	0.0155	0.6251	0.6931	0.3741	0.6638	0.5641	0
synthetic_mock_not_results	primary	fly	full	fly-2020	2020	gb	5	5	0.6514	0.0118	0.6254	0.6774	0.3664	0.6597	0.5564	0
synthetic_mock_not_results	primary	fly	full	fly-2020	2020	lr	5	5	0.6388	0.0136	0.6088	0.6688	0.3538	0.6531	0.5438	0
synthetic_mock_not_results	primary	fly	full	fly-2020	2020	svm	5	5	0.6589	0.0155	0.6249	0.6929	0.3739	0.6637	0.5639	0
synthetic_mock_not_results	primary	fly	full	fly-2020	2020	nn	5	5	0.6791	0.0118	0.6531	0.7051	0.3941	0.6744	0.5841	1
synthetic_mock_not_results	primary	fly	matched_both	fly-2020	2020	dt	5	5	0.5990	0.0136	0.5690	0.6290	0.3140	0.6320	0.5040	0
synthetic_mock_not_results	primary	fly	matched_both	fly-2020	2020	rf	5	5	0.6811	0.0155	0.6471	0.7151	0.3961	0.6755	0.5861	0
synthetic_mock_not_results	primary	fly	matched_both	fly-2020	2020	gb	5	5	0.6734	0.0118	0.6474	0.6994	0.3884	0.6714	0.5784	0
synthetic_mock_not_results	primary	fly	matched_both	fly-2020	2020	lr	5	5	0.6608	0.0136	0.6308	0.6908	0.3758	0.6647	0.5658	0
synthetic_mock_not_results	primary	fly	matched_both	fly-2020	2020	svm	5	5	0.6809	0.0155	0.6469	0.7149	0.3959	0.6754	0.5859	0
synthetic_mock_not_results	primary	fly	matched_both	fly-2020	2020	nn	5	5	0.7011	0.0118	0.6751	0.7271	0.4161	0.6861	0.6061	1
synthetic_mock_not_results	primary	fly	full	fly-2021	2021	dt	5	5	0.6167	0.0155	0.5827	0.6507	0.3317	0.6413	0.5217	0
synthetic_mock_not_results	primary	fly	full	fly-2021	2021	rf	5	5	0.7069	0.0118	0.6809	0.7329	0.4219	0.6892	0.6119	0
synthetic_mock_not_results	primary	fly	full	fly-2021	2021	gb	5	5	0.7065	0.0136	0.6765	0.7365	0.4215	0.6890	0.6115	0
synthetic_mock_not_results	primary	fly	full	fly-2021	2021	lr	5	5	0.6997	0.0155	0.6657	0.7337	0.4147	0.6854	0.6047	0
synthetic_mock_not_results	primary	fly	full	fly-2021	2021	svm	5	5	0.7238	0.0118	0.6978	0.7498	0.4388	0.6981	0.6288	0
synthetic_mock_not_results	primary	fly	full	fly-2021	2021	nn	5	5	0.7457	0.0136	0.7157	0.7757	0.4607	0.7097	0.6507	0
synthetic_mock_not_results	primary	fly	matched_both	fly-2021	2021	dt	5	5	0.6387	0.0155	0.6047	0.6727	0.3537	0.6530	0.5437	0
synthetic_mock_not_results	primary	fly	matched_both	fly-2021	2021	rf	5	5	0.7289	0.0118	0.7029	0.7549	0.4439	0.7008	0.6339	0
synthetic_mock_not_results	primary	fly	matched_both	fly-2021	2021	gb	5	5	0.7285	0.0136	0.6985	0.7585	0.4435	0.7006	0.6335	0
synthetic_mock_not_results	primary	fly	matched_both	fly-2021	2021	lr	5	5	0.7217	0.0155	0.6877	0.7557	0.4367	0.6970	0.6267	0
synthetic_mock_not_results	primary	fly	matched_both	fly-2021	2021	svm	5	5	0.7458	0.0118	0.7198	0.7718	0.4608	0.7098	0.6508	0
synthetic_mock_not_results	primary	fly	matched_both	fly-2021	2021	nn	5	5	0.7677	0.0136	0.7377	0.7977	0.4827	0.7214	0.6727	0
synthetic_mock_not_results	primary	fly	full	fly-2022	2022	dt	5	5	0.6059	0.0118	0.5799	0.6319	0.3209	0.6356	0.5109	0
synthetic_mock_not_results	primary	fly	full	fly-2022	2022	rf	5	5	0.7007	0.0136	0.6707	0.7307	0.4157	0.6859	0.6057	0
synthetic_mock_not_results	primary	fly	full	fly-2022	2022	gb	5	5	0.7028	0.0155	0.6688	0.7368	0.4178	0.6870	0.6078	0
synthetic_mock_not_results	primary	fly	full	fly-2022	2022	lr	5	5	0.6963	0.0118	0.6703	0.7223	0.4113	0.6835	0.6013	0
synthetic_mock_not_results	primary	fly	full	fly-2022	2022	svm	5	5	0.7182	0.0136	0.6882	0.7482	0.4332	0.6952	0.6232	0
synthetic_mock_not_results	primary	fly	full	fly-2022	2022	nn	5	5	0.7360	0.0155	0.7020	0.7700	0.4510	0.7046	0.6410	0
synthetic_mock_not_results	primary	fly	matched_both	fly-2022	2022	dt	5	5	0.6279	0.0118	0.6019	0.6539	0.3429	0.6473	0.5329	0
synthetic_mock_not_results	primary	fly	matched_both	fly-2022	2022	rf	5	5	0.7227	0.0136	0.6927	0.7527	0.4377	0.6975	0.6277	0
synthetic_mock_not_results	primary	fly	matched_both	fly-2022	2022	gb	5	5	0.7248	0.0155	0.6908	0.7588	0.4398	0.6986	0.6298	0
synthetic_mock_not_results	primary	fly	matched_both	fly-2022	2022	lr	5	5	0.7183	0.0118	0.6923	0.7443	0.4333	0.6952	0.6233	0
synthetic_mock_not_results	primary	fly	matched_both	fly-2022	2022	svm	5	5	0.7402	0.0136	0.7102	0.7702	0.4552	0.7068	0.6452	0
synthetic_mock_not_results	primary	fly	matched_both	fly-2022	2022	nn	5	5	0.7580	0.0155	0.7240	0.7920	0.4730	0.7163	0.6630	0
synthetic_mock_not_results	primary	fly	full	fly-2023	2023	dt	5	5	0.6376	0.0136	0.6076	0.6676	0.3526	0.6524	0.5426	0
synthetic_mock_not_results	primary	fly	full	fly-2023	2023	rf	5	5	0.7311	0.0155	0.6971	0.7651	0.4461	0.7020	0.6361	0
synthetic_mock_not_results	primary	fly	full	fly-2023	2023	gb	5	5	0.7297	0.0118	0.7037	0.7557	0.4447	0.7012	0.6347	0
synthetic_mock_not_results	primary	fly	full	fly-2023	2023	lr	5	5	0.7177	0.0136	0.6877	0.7477	0.4327	0.6949	0.6227	0
synthetic_mock_not_results	primary	fly	full	fly-2023	2023	svm	5	5	0.7327	0.0155	0.6987	0.7667	0.4477	0.7028	0.6377	0
synthetic_mock_not_results	primary	fly	full	fly-2023	2023	nn	5	5	0.7425	0.0118	0.7165	0.7685	0.4575	0.7080	0.6475	0
synthetic_mock_not_results	primary	fly	matched_both	fly-2023	2023	dt	5	5	0.6596	0.0136	0.6296	0.6896	0.3746	0.6641	0.5646	0
synthetic_mock_not_results	primary	fly	matched_both	fly-2023	2023	rf	5	5	0.7531	0.0155	0.7191	0.7871	0.4681	0.7137	0.6581	0
synthetic_mock_not_results	primary	fly	matched_both	fly-2023	2023	gb	5	5	0.7517	0.0118	0.7257	0.7777	0.4667	0.7129	0.6567	0
synthetic_mock_not_results	primary	fly	matched_both	fly-2023	2023	lr	5	5	0.7397	0.0136	0.7097	0.7697	0.4547	0.7066	0.6447	0
synthetic_mock_not_results	primary	fly	matched_both	fly-2023	2023	svm	5	5	0.7547	0.0155	0.7207	0.7887	0.4697	0.7145	0.6597	0
synthetic_mock_not_results	primary	fly	matched_both	fly-2023	2023	nn	5	5	0.7645	0.0118	0.7385	0.7905	0.4795	0.7197	0.6695	0
synthetic_mock_not_results	primary	fly	full	fly-2024	2024	dt	5	5	0.6960	0.0155	0.6620	0.7300	0.4110	0.6834	0.6010	0
synthetic_mock_not_results	primary	fly	full	fly-2024	2024	rf	5	5	0.7831	0.0118	0.7571	0.8091	0.4981	0.7295	0.6881	0
synthetic_mock_not_results	primary	fly	full	fly-2024	2024	gb	5	5	0.7739	0.0136	0.7439	0.8039	0.4889	0.7247	0.6789	0
synthetic_mock_not_results	primary	fly	full	fly-2024	2024	lr	5	5	0.7535	0.0155	0.7195	0.7875	0.4685	0.7138	0.6585	0
synthetic_mock_not_results	primary	fly	full	fly-2024	2024	svm	5	5	0.7600	0.0118	0.7340	0.7860	0.4750	0.7173	0.6650	0
synthetic_mock_not_results	primary	fly	full	fly-2024	2024	nn	5	5	0.7618	0.0136	0.7318	0.7918	0.4768	0.7183	0.6668	0
synthetic_mock_not_results	primary	fly	matched_both	fly-2024	2024	dt	5	5	0.7180	0.0155	0.6840	0.7520	0.4330	0.6951	0.6230	0
synthetic_mock_not_results	primary	fly	matched_both	fly-2024	2024	rf	5	5	0.8051	0.0118	0.7791	0.8311	0.5201	0.7412	0.7101	0
synthetic_mock_not_results	primary	fly	matched_both	fly-2024	2024	gb	5	5	0.7959	0.0136	0.7659	0.8259	0.5109	0.7363	0.7009	0
synthetic_mock_not_results	primary	fly	matched_both	fly-2024	2024	lr	5	5	0.7755	0.0155	0.7415	0.8095	0.4905	0.7255	0.6805	0
synthetic_mock_not_results	primary	fly	matched_both	fly-2024	2024	svm	5	5	0.7820	0.0118	0.7560	0.8080	0.4970	0.7290	0.6870	0
synthetic_mock_not_results	primary	fly	matched_both	fly-2024	2024	nn	5	5	0.7838	0.0136	0.7538	0.8138	0.4988	0.7299	0.6888	0
synthetic_mock_not_results	primary	fly	full	fly-2025	2025	dt	5	5	0.6646	0.0118	0.6386	0.6906	0.3796	0.6668	0.5696	0
synthetic_mock_not_results	primary	fly	full	fly-2025	2025	rf	5	5	0.7431	0.0136	0.7131	0.7731	0.4581	0.7084	0.6481	0
synthetic_mock_not_results	primary	fly	full	fly-2025	2025	gb	5	5	0.7258	0.0155	0.6918	0.7598	0.4408	0.6992	0.6308	0
synthetic_mock_not_results	primary	fly	full	fly-2025	2025	lr	5	5	0.6982	0.0118	0.6722	0.7242	0.4132	0.6845	0.6032	0
synthetic_mock_not_results	primary	fly	full	fly-2025	2025	svm	5	5	0.6989	0.0136	0.6689	0.7289	0.4139	0.6849	0.6039	0
synthetic_mock_not_results	primary	fly	full	fly-2025	2025	nn	5	5	0.6969	0.0155	0.6629	0.7309	0.4119	0.6838	0.6019	1
synthetic_mock_not_results	primary	fly	matched_both	fly-2025	2025	dt	5	5	0.6866	0.0118	0.6606	0.7126	0.4016	0.6784	0.5916	0
synthetic_mock_not_results	primary	fly	matched_both	fly-2025	2025	rf	5	5	0.7651	0.0136	0.7351	0.7951	0.4801	0.7200	0.6701	0
synthetic_mock_not_results	primary	fly	matched_both	fly-2025	2025	gb	5	5	0.7478	0.0155	0.7138	0.7818	0.4628	0.7108	0.6528	0
synthetic_mock_not_results	primary	fly	matched_both	fly-2025	2025	lr	5	5	0.7202	0.0118	0.6942	0.7462	0.4352	0.6962	0.6252	0
synthetic_mock_not_results	primary	fly	matched_both	fly-2025	2025	svm	5	5	0.7209	0.0136	0.6909	0.7509	0.4359	0.6966	0.6259	0
synthetic_mock_not_results	primary	fly	matched_both	fly-2025	2025	nn	5	5	0.7189	0.0155	0.6849	0.7529	0.4339	0.6955	0.6239	1
synthetic_mock_not_results	primary	mouse	full	mouse-2015	2015	dt	5	5	0.7048	0.0155	0.6708	0.7388	0.4198	0.6881	0.6098	0
synthetic_mock_not_results	primary	mouse	full	mouse-2015	2015	rf	5	5	0.7835	0.0118	0.7575	0.8095	0.4985	0.7298	0.6885	0
synthetic_mock_not_results	primary	mouse	full	mouse-2015	2015	gb	5	5	0.7663	0.0136	0.7363	0.7963	0.4813	0.7207	0.6713	0
synthetic_mock_not_results	primary	mouse	full	mouse-2015	2015	lr	5	5	0.7388	0.0155	0.7048	0.7728	0.4538	0.7061	0.6438	0
synthetic_mock_not_results	primary	mouse	full	mouse-2015	2015	svm	5	5	0.7396	0.0118	0.7136	0.7656	0.4546	0.7065	0.6446	0
synthetic_mock_not_results	primary	mouse	full	mouse-2015	2015	nn	5	5	0.7376	0.0136	0.7076	0.7676	0.4526	0.7054	0.6426	1
synthetic_mock_not_results	primary	mouse	matched_both	mouse-2015	2015	dt	5	5	0.7268	0.0155	0.6928	0.7608	0.4418	0.6997	0.6318	0
synthetic_mock_not_results	primary	mouse	matched_both	mouse-2015	2015	rf	5	5	0.8055	0.0118	0.7795	0.8315	0.5205	0.7414	0.7105	0
synthetic_mock_not_results	primary	mouse	matched_both	mouse-2015	2015	gb	5	5	0.7883	0.0136	0.7583	0.8183	0.5033	0.7323	0.6933	0
synthetic_mock_not_results	primary	mouse	matched_both	mouse-2015	2015	lr	5	5	0.7608	0.0155	0.7268	0.7948	0.4758	0.7177	0.6658	0
synthetic_mock_not_results	primary	mouse	matched_both	mouse-2015	2015	svm	5	5	0.7616	0.0118	0.7356	0.7876	0.4766	0.7182	0.6666	0
synthetic_mock_not_results	primary	mouse	matched_both	mouse-2015	2015	nn	5	5	0.7596	0.0136	0.7296	0.7896	0.4746	0.7171	0.6646	1
synthetic_mock_not_results	primary	mouse	full	mouse-2016	2016	dt	5	5	0.6872	0.0118	0.6612	0.7132	0.4022	0.6787	0.5922	0
synthetic_mock_not_results	primary	mouse	full	mouse-2016	2016	rf	5	5	0.7595	0.0136	0.7295	0.7895	0.4745	0.7170	0.6645	0
synthetic_mock_not_results	primary	mouse	full	mouse-2016	2016	gb	5	5	0.7377	0.0155	0.7037	0.7717	0.4527	0.7055	0.6427	0
synthetic_mock_not_results	primary	mouse	full	mouse-2016	2016	lr	5	5	0.7076	0.0118	0.6816	0.7336	0.4226	0.6895	0.6126	0
synthetic_mock_not_results	primary	mouse	full	mouse-2016	2016	svm	5	5	0.7081	0.0136	0.6781	0.7381	0.4231	0.6898	0.6131	0
synthetic_mock_not_results	primary	mouse	full	mouse-2016	2016	nn	5	5	0.7080	0.0155	0.6740	0.7420	0.4230	0.6898	0.6130	0
synthetic_mock_not_results	primary	mouse	matched_both	mouse-2016	2016	dt	5	5	0.7092	0.0118	0.6832	0.7352	0.4242	0.6904	0.6142	0
synthetic_mock_not_results	primary	mouse	matched_both	mouse-2016	2016	rf	5	5	0.7815	0.0136	0.7515	0.8115	0.4965	0.7287	0.6865	0
synthetic_mock_not_results	primary	mouse	matched_both	mouse-2016	2016	gb	5	5	0.7597	0.0155	0.7257	0.7937	0.4747	0.7171	0.6647	0
synthetic_mock_not_results	primary	mouse	matched_both	mouse-2016	2016	lr	5	5	0.7296	0.0118	0.7036	0.7556	0.4446	0.7012	0.6346	0
synthetic_mock_not_results	primary	mouse	matched_both	mouse-2016	2016	svm	5	5	0.7301	0.0136	0.7001	0.7601	0.4451	0.7014	0.6351	0
synthetic_mock_not_results	primary	mouse	matched_both	mouse-2016	2016	nn	5	5	0.7300	0.0155	0.6960	0.7640	0.4450	0.7014	0.6350	0
synthetic_mock_not_results	primary	mouse	full	mouse-2017	2017	dt	5	5	0.6566	0.0136	0.6266	0.6866	0.3716	0.6625	0.5616	0
synthetic_mock_not_results	primary	mouse	full	mouse-2017	2017	rf	5	5	0.7278	0.0155	0.6938	0.7618	0.4428	0.7002	0.6328	0
synthetic_mock_not_results	primary	mouse	full	mouse-2017	2017	gb	5	5	0.7072	0.0118	0.6812	0.7332	0.4222	0.6893	0.6122	0
synthetic_mock_not_results	primary	mouse	full	mouse-2017	2017	lr	5	5	0.6805	0.0136	0.6505	0.7105	0.3955	0.6752	0.5855	0
synthetic_mock_not_results	primary	mouse	full	mouse-2017	2017	svm	5	5	0.6864	0.0155	0.6524	0.7204	0.4014	0.6783	0.5914	0
synthetic_mock_not_results	primary	mouse	full	mouse-2017	2017	nn	5	5	0.6933	0.0118	0.6673	0.7193	0.4083	0.6820	0.5983	0
synthetic_mock_not_results	primary	mouse	matched_both	mouse-2017	2017	dt	5	5	0.6786	0.0136	0.6486	0.7086	0.3936	0.6741	0.5836	0
synthetic_mock_not_results	primary	mouse	matched_both	mouse-2017	2017	rf	5	5	0.7498	0.0155	0.7158	0.7838	0.4648	0.7119	0.6548	0
synthetic_mock_not_results	primary	mouse	matched_both	mouse-2017	2017	gb	5	5	0.7292	0.0118	0.7032	0.7552	0.4442	0.7010	0.6342	0
synthetic_mock_not_results	primary	mouse	matched_both	mouse-2017	2017	lr	5	5	0.7025	0.0136	0.6725	0.7325	0.4175	0.6868	0.6075	0
synthetic_mock_not_results	primary	mouse	matched_both	mouse-2017	2017	svm	5	5	0.7084	0.0155	0.6744	0.7424	0.4234	0.6900	0.6134	0
synthetic_mock_not_results	primary	mouse	matched_both	mouse-2017	2017	nn	5	5	0.7153	0.0118	0.6893	0.7413	0.4303	0.6936	0.6203	0
synthetic_mock_not_results	primary	mouse	full	mouse-2018	2018	dt	5	5	0.6631	0.0155	0.6291	0.6971	0.3781	0.6660	0.5681	0
synthetic_mock_not_results	primary	mouse	full	mouse-2018	2018	rf	5	5	0.7391	0.0118	0.7131	0.7651	0.4541	0.7062	0.6441	0
synthetic_mock_not_results	primary	mouse	full	mouse-2018	2018	gb	5	5	0.7250	0.0136	0.6950	0.7550	0.4400	0.6988	0.6300	0
synthetic_mock_not_results	primary	mouse	full	mouse-2018	2018	lr	5	5	0.7061	0.0155	0.6721	0.7401	0.4211	0.6887	0.6111	0
synthetic_mock_not_results	primary	mouse	full	mouse-2018	2018	svm	5	5	0.7204	0.0118	0.6944	0.7464	0.4354	0.6963	0.6254	0
synthetic_mock_not_results	primary	mouse	full	mouse-2018	2018	nn	5	5	0.7358	0.0136	0.7058	0.7658	0.4508	0.7045	0.6408	0
synthetic_mock_not_results	primary	mouse	matched_both	mouse-2018	2018	dt	5	5	0.6851	0.0155	0.6511	0.7191	0.4001	0.6776	0.5901	0
synthetic_mock_not_results	primary	mouse	matched_both	mouse-2018	2018	rf	5	5	0.7611	0.0118	0.7351	0.7871	0.4761	0.7179	0.6661	0
synthetic_mock_not_results	primary	mouse	matched_both	mouse-2018	2018	gb	5	5	0.7470	0.0136	0.7170	0.7770	0.4620	0.7104	0.6520	0
synthetic_mock_not_results	primary	mouse	matched_both	mouse-2018	2018	lr	5	5	0.7281	0.0155	0.6941	0.7621	0.4431	0.7004	0.6331	0
synthetic_mock_not_results	primary	mouse	matched_both	mouse-2018	2018	svm	5	5	0.7424	0.0118	0.7164	0.7684	0.4574	0.7080	0.6474	0
synthetic_mock_not_results	primary	mouse	matched_both	mouse-2018	2018	nn	5	5	0.7578	0.0136	0.7278	0.7878	0.4728	0.7161	0.6628	0
synthetic_mock_not_results	primary	mouse	full	mouse-2019	2019	dt	5	5	0.6160	0.0118	0.5900	0.6420	0.3310	0.6410	0.5210	0
synthetic_mock_not_results	primary	mouse	full	mouse-2019	2019	rf	5	5	0.7003	0.0136	0.6703	0.7303	0.4153	0.6856	0.6053	0
synthetic_mock_not_results	primary	mouse	full	mouse-2019	2019	gb	5	5	0.6947	0.0155	0.6607	0.7287	0.4097	0.6827	0.5997	0
synthetic_mock_not_results	primary	mouse	full	mouse-2019	2019	lr	5	5	0.6839	0.0118	0.6579	0.7099	0.3989	0.6770	0.5889	0
synthetic_mock_not_results	primary	mouse	full	mouse-2019	2019	svm	5	5	0.7055	0.0136	0.6755	0.7355	0.4205	0.6884	0.6105	0
synthetic_mock_not_results	primary	mouse	full	mouse-2019	2019	nn	5	5	0.7267	0.0155	0.6927	0.7607	0.4417	0.6997	0.6317	0
synthetic_mock_not_results	primary	mouse	matched_both	mouse-2019	2019	dt	5	5	0.6380	0.0118	0.6120	0.6640	0.3530	0.6527	0.5430	0
synthetic_mock_not_results	primary	mouse	matched_both	mouse-2019	2019	rf	5	5	0.7223	0.0136	0.6923	0.7523	0.4373	0.6973	0.6273	0
synthetic_mock_not_results	primary	mouse	matched_both	mouse-2019	2019	gb	5	5	0.7167	0.0155	0.6827	0.7507	0.4317	0.6943	0.6217	0
synthetic_mock_not_results	primary	mouse	matched_both	mouse-2019	2019	lr	5	5	0.7059	0.0118	0.6799	0.7319	0.4209	0.6886	0.6109	0
synthetic_mock_not_results	primary	mouse	matched_both	mouse-2019	2019	svm	5	5	0.7275	0.0136	0.6975	0.7575	0.4425	0.7001	0.6325	0
synthetic_mock_not_results	primary	mouse	matched_both	mouse-2019	2019	nn	5	5	0.7487	0.0155	0.7147	0.7827	0.4637	0.7113	0.6537	0
synthetic_mock_not_results	primary	mouse	full	mouse-2020	2020	dt	5	5	0.6262	0.0136	0.5962	0.6562	0.3412	0.6464	0.5312	0
synthetic_mock_not_results	primary	mouse	full	mouse-2020	2020	rf	5	5	0.7181	0.0155	0.6841	0.7521	0.4331	0.6951	0.6231	0
synthetic_mock_not_results	primary	mouse	full	mouse-2020	2020	gb	5	5	0.7189	0.0118	0.6929	0.7449	0.4339	0.6955	0.6239	0
synthetic_mock_not_results	primary	mouse	full	mouse-2020	2020	lr	5	5	0.7127	0.0136	0.6827	0.7427	0.4277	0.6922	0.6177	0
synthetic_mock_not_results	primary	mouse	full	mouse-2020	2020	svm	5	5	0.7368	0.0155	0.7028	0.7708	0.4518	0.7050	0.6418	0
synthetic_mock_not_results	primary	mouse	full	mouse-2020	2020	nn	5	5	0.7583	0.0118	0.7323	0.7843	0.4733	0.7164	0.6633	1
synthetic_mock_not_results	primary	mouse	matched_both	mouse-2020	2020	dt	5	5	0.6482	0.0136	0.6182	0.6782	0.3632	0.6581	0.5532	0
synthetic_mock_not_results	primary	mouse	matched_both	mouse-2020	2020	rf	5	5	0.7401	0.0155	0.7061	0.7741	0.4551	0.7068	0.6451	0
synthetic_mock_not_results	primary	mouse	matched_both	mouse-2020	2020	gb	5	5	0.7409	0.0118	0.7149	0.7669	0.4559	0.7072	0.6459	0
synthetic_mock_not_results	primary	mouse	matched_both	mouse-2020	2020	lr	5	5	0.7347	0.0136	0.7047	0.7647	0.4497	0.7039	0.6397	0
synthetic_mock_not_results	primary	mouse	matched_both	mouse-2020	2020	svm	5	5	0.7588	0.0155	0.7248	0.7928	0.4738	0.7167	0.6638	0
synthetic_mock_not_results	primary	mouse	matched_both	mouse-2020	2020	nn	5	5	0.7803	0.0118	0.7543	0.8063	0.4953	0.7280	0.6853	1
synthetic_mock_not_results	primary	mouse	full	mouse-2021	2021	dt	5	5	0.6887	0.0155	0.6547	0.7227	0.4037	0.6795	0.5937	0
synthetic_mock_not_results	primary	mouse	full	mouse-2021	2021	rf	5	5	0.7838	0.0118	0.7578	0.8098	0.4988	0.7299	0.6888	0
synthetic_mock_not_results	primary	mouse	full	mouse-2021	2021	gb	5	5	0.7856	0.0136	0.7556	0.8156	0.5006	0.7308	0.6906	0
synthetic_mock_not_results	primary	mouse	full	mouse-2021	2021	lr	5	5	0.7781	0.0155	0.7441	0.8121	0.4931	0.7269	0.6831	0
synthetic_mock_not_results	primary	mouse	full	mouse-2021	2021	svm	5	5	0.7987	0.0118	0.7727	0.8247	0.5137	0.7378	0.7037	0
synthetic_mock_not_results	primary	mouse	full	mouse-2021	2021	nn	5	5	0.8147	0.0136	0.7847	0.8447	0.5297	0.7463	0.7197	0
synthetic_mock_not_results	primary	mouse	matched_both	mouse-2021	2021	dt	5	5	0.7107	0.0155	0.6767	0.7447	0.4257	0.6912	0.6157	0
synthetic_mock_not_results	primary	mouse	matched_both	mouse-2021	2021	rf	5	5	0.8058	0.0118	0.7798	0.8318	0.5208	0.7416	0.7108	0
synthetic_mock_not_results	primary	mouse	matched_both	mouse-2021	2021	gb	5	5	0.8076	0.0136	0.7776	0.8376	0.5226	0.7425	0.7126	0
synthetic_mock_not_results	primary	mouse	matched_both	mouse-2021	2021	lr	5	5	0.8001	0.0155	0.7661	0.8341	0.5151	0.7386	0.7051	0
synthetic_mock_not_results	primary	mouse	matched_both	mouse-2021	2021	svm	5	5	0.8207	0.0118	0.7947	0.8467	0.5357	0.7495	0.7257	0
synthetic_mock_not_results	primary	mouse	matched_both	mouse-2021	2021	nn	5	5	0.8367	0.0136	0.8067	0.8667	0.5517	0.7580	0.7417	0
synthetic_mock_not_results	primary	mouse	full	mouse-2022	2022	dt	5	5	0.6848	0.0118	0.6588	0.7108	0.3998	0.6774	0.5898	0
synthetic_mock_not_results	primary	mouse	full	mouse-2022	2022	rf	5	5	0.7771	0.0136	0.7471	0.8071	0.4921	0.7264	0.6821	0
synthetic_mock_not_results	primary	mouse	full	mouse-2022	2022	gb	5	5	0.7740	0.0155	0.7400	0.8080	0.4890	0.7247	0.6790	0
synthetic_mock_not_results	primary	mouse	full	mouse-2022	2022	lr	5	5	0.7601	0.0118	0.7341	0.7861	0.4751	0.7173	0.6651	0
synthetic_mock_not_results	primary	mouse	full	mouse-2022	2022	svm	5	5	0.7729	0.0136	0.7429	0.8029	0.4879	0.7241	0.6779	0
synthetic_mock_not_results	primary	mouse	full	mouse-2022	2022	nn	5	5	0.7805	0.0155	0.7465	0.8145	0.4955	0.7282	0.6855	0
synthetic_mock_not_results	primary	mouse	matched_both	mouse-2022	2022	dt	5	5	0.7068	0.0118	0.6808	0.7328	0.4218	0.6891	0.6118	0
synthetic_mock_not_results	primary	mouse	matched_both	mouse-2022	2022	rf	5	5	0.7991	0.0136	0.7691	0.8291	0.5141	0.7380	0.7041	0
synthetic_mock_not_results	primary	mouse	matched_both	mouse-2022	2022	gb	5	5	0.7960	0.0155	0.7620	0.8300	0.5110	0.7364	0.7010	0
synthetic_mock_not_results	primary	mouse	matched_both	mouse-2022	2022	lr	5	5	0.7821	0.0118	0.7561	0.8081	0.4971	0.7290	0.6871	0
synthetic_mock_not_results	primary	mouse	matched_both	mouse-2022	2022	svm	5	5	0.7949	0.0136	0.7649	0.8249	0.5099	0.7358	0.6999	0
synthetic_mock_not_results	primary	mouse	matched_both	mouse-2022	2022	nn	5	5	0.8025	0.0155	0.7685	0.8365	0.5175	0.7398	0.7075	0
synthetic_mock_not_results	primary	mouse	full	mouse-2023	2023	dt	5	5	0.7041	0.0136	0.6741	0.7341	0.4191	0.6877	0.6091	0
synthetic_mock_not_results	primary	mouse	full	mouse-2023	2023	rf	5	5	0.7890	0.0155	0.7550	0.8230	0.5040	0.7327	0.6940	0
synthetic_mock_not_results	primary	mouse	full	mouse-2023	2023	gb	5	5	0.7776	0.0118	0.7516	0.8036	0.4926	0.7267	0.6826	0
synthetic_mock_not_results	primary	mouse	full	mouse-2023	2023	lr	5	5	0.7551	0.0136	0.7251	0.7851	0.4701	0.7147	0.6601	0
synthetic_mock_not_results	primary	mouse	full	mouse-2023	2023	svm	5	5	0.7598	0.0155	0.7258	0.7938	0.4748	0.7172	0.6648	0
synthetic_mock_not_results	primary	mouse	full	mouse-2023	2023	nn	5	5	0.7602	0.0118	0.7342	0.7862	0.4752	0.7174	0.6652	0
synthetic_mock_not_results	primary	mouse	matched_both	mouse-2023	2023	dt	5	5	0.7261	0.0136	0.6961	0.7561	0.4411	0.6993	0.6311	0
synthetic_mock_not_results	primary	mouse	matched_both	mouse-2023	2023	rf	5	5	0.8110	0.0155	0.7770	0.8450	0.5260	0.7443	0.7160	0
